ID,site,ALS,P1,P2,P3,T1,T2,T3,GR1,GR2,GR3,PM2.5_1,PM2.5_2,PM2.5_3,PM2.5_4,CO2_1,CO2_2,CO2_3,pop1,pop2,pop3,GDP1,GDP2,GDP3,area1,area2,area3,light,income,name,name1,name2,GCPNT_LAT,GCPNT_LON,CTR_MN_NM,GRGN_L1
1,3,47.32693997,363.775013,200.0750103,270.8000107,23.61482906,22.8600359,22.61257696,0.213628653,0.212623767,0.1414879,6.59086,6.78301,7.181296,8.138194,36334.59224,26940.81154,19294.41534,249632.318,173163.187,125826.3107,2613987072,1879677824,1747582336,20.51037788,19.23721695,17.33853531,33.37022519,3,La Paz,,,24.11765765,-110.3101186,Mexico,Latin America and the Caribbean
2,3,55.20589669,667.5000229,351.6750031,529.9250107,23.22371578,22.56195879,22.40864944,0.299346518,0.307730228,0.193445395,4.840625,5.170998,5.468372,6.613376,13752.27374,6636.291538,4313.342619,108084.7888,36757.72854,16548.39011,1159649920,431400512,401083552,13.45333481,12.74091148,10.16761589,31.74070112,3,San Jos¨¦ del Cabo,,,23.08410344,-109.7121747,Mexico,Latin America and the Caribbean
3,3,2409.775033,3666.000122,3526.875122,3396.975098,21.85971928,21.32251644,20.97715187,0.489939607,0.520582459,0.416194959,11.46833,10.012888,12.37956,17.0209,4051.238978,2558.405852,1484.692261,120305.7353,89360.58154,71777.11423,189945168,82821448,31642052,6.271338463,5.993079662,5.185933113,6.770823389,2,San Pedro Sacatep¨¦quez [San Marcos],,,14.95987337,-91.79127963,Guatemala,Latin America and the Caribbean
4,3,51.41474725,1782.149994,1650.350037,1466.850037,26.13130283,25.59644461,25.7484436,0.531130359,0.486222867,0.399782148,6.497945,5.782648,7.303656,9.263282,18978.20783,24627.18388,25127.05329,156255.0093,157368.851,154738.1796,2405540352,1354090496,1642500480,13.78516674,13.12805462,11.71099091,6.903134567,3,Pinar del Rio,,,22.41725918,-83.69585921,Cuba,Latin America and the Caribbean
5,3,51.12741122,1096.050003,1422.750061,1276.100021,27.90086651,27.21594667,26.95101833,0.461699096,0.447774395,0.372419987,13.6,12.7828,14.8736,17.1736,1110.272945,1383.602563,975.4577949,67074.67505,58065.94238,49238.04382,268570720,170400368,150295552,3.428212166,3.316427708,2.567997932,23.73883025,3,Fundaci¨®n,,,10.51641013,-74.19305497,Colombia,Latin America and the Caribbean
6,3,49.79892572,699.2500076,640.9000168,610.5250092,26.64010572,26.58442688,26.39881086,0.378540671,0.456274713,0.395474798,6.951415,6.89849,8.040756,9.958296,636.9745444,275.6394063,169.5405949,162739.91,108765.1791,53074.79443,102825872,76380688,75448824,5.465295792,4.851428032,2.157529116,0.461327897,1,Saint-Marc,,,19.10266532,-72.70123042,Haiti,Latin America and the Caribbean
7,3,173.2400055,1316.675018,1559.875031,1631.475006,26.64720869,26.08715677,25.60639524,0.393384054,0.409989651,0.389714209,8.81864,9.195594,11.62303,11.151196,6143.41865,5971.258018,3605.315035,58336.82251,43198.95642,32736.18134,255673728,208762800,208225888,3.57055378,3.114216089,1.928407192,14.97717428,3,Ciudad Bolivia,,,8.352885918,-70.57392678,Venezuela,Latin America and the Caribbean
8,3,1292.25042,854.1500092,1065.450027,1194.550018,21.54063797,21.19085789,20.7833848,0.421618431,0.400149222,0.341585397,6.03447,5.885396,7.019128,8.973122,298192.7052,325382.2332,208147.6599,268516.5048,225517.4386,188923.9176,1105298176,953624768,951171904,17.03142357,16.18300819,13.35782814,21.06198247,3,Los Teques,,,10.35624983,-67.01307902,Venezuela,Latin America and the Caribbean
9,3,83.14834989,892.3000183,1018.324997,999.0999908,28.33641148,27.96539927,28.0409894,0.415504563,0.409634126,0.329602758,9.357885,9.75235,10.765516,11.68334,162991.8781,176787.9256,112637.9996,366989.4054,298732.5576,247504.8759,7258848768,6591089152,6574136832,33.95932007,32.72523499,25.83331871,47.89770638,3,Ciudad Bol¨ªvar,,,8.094605375,-63.55468318,Venezuela,Latin America and the Caribbean
10,3,105.6860368,600.75,895.5249939,623.6500092,13.4615252,12.93202925,12.93297029,0.277702544,0.33361006,0.284665599,37.1465,36.87366,37.9433,38.1865,42219.29342,35727.29534,17328.43488,246042.6863,189996.4728,148503.8781,2153731584,1301983744,723145792,13.4652977,12.17290878,8.929505348,29.46425505,4,Talca,,,-35.43151481,-71.65781838,Chile,Latin America and the Caribbean
11,3,242.085856,925.5000153,1009.300034,1106.475037,26.29031372,25.78409672,25.82637501,0.341784025,0.350528921,0.277889776,4.9358,4.645186,5.921728,7.737776,18461.51012,25321.33771,8943.167386,60905.09558,47739.43972,36183.54345,249113488,214769808,214217408,2.858583927,2.560602188,0.874579072,149.8408438,3,Punta de Mata,,,9.695324764,-63.60505421,Venezuela,Latin America and the Caribbean
12,3,20.81489651,1586.625031,1816.575012,1837.650055,26.59221458,26.26143122,26.44315052,0.455977197,0.427722517,0.264621884,5.635335,4.377602,5.495076,8.185994,753639.3221,302179.9393,240822.43,110202.9837,116495.1628,124154.3726,2290420224,1433531776,958766976,24.01263046,23.52052689,21.41881371,53.40374149,4,San Fernando,,,10.28141135,-61.44919115,Trinidad and Tobago,Latin America and the Caribbean
13,3,52.67677857,2198.350006,2334.500031,2446.250031,28.4890914,27.45384693,27.36870337,0.359664973,0.383779209,0.403430946,9.97703,8.99133,11.22197,18.41414,586457.9595,386718.4969,246101.018,2016986.561,1405518.082,1039052.369,17937397760,10615911424,9741604864,166.2532196,155.2778015,123.5699844,47.94051002,3,Manaus,,,-3.063915188,-59.9938984,Brazil,Latin America and the Caribbean
14,3,525.6302187,1743.800049,1415.550018,1549.050018,21.10220528,20.92044401,19.95448637,0.443516058,0.459911705,0.4464066,9.49346,7.759478,10.209898,12.75356,2992.779739,1949.706445,1160.974011,59089.86365,45297.49362,34317.3251,35574752,176135264,157617984,5.776612282,5.260369301,3.244091034,42.70202788,3,Cianorte,,,-23.66659516,-52.6160462,Brazil,Latin America and the Caribbean
15,3,459.5631674,1484.175049,1209.450043,1359.699982,20.73447609,20.51325607,19.56555748,0.396493962,0.439014752,0.434005883,9.5944,8.221818,10.58614,12.98014,4225.218351,3076.458877,2019.105623,68598.76135,62033.12231,54208.19104,69626560,425002944,380321856,7.456501961,6.901622772,4.632806778,32.78415489,3,Paranava¨ª,,,-23.08486248,-52.46023304,Brazil,Latin America and the Caribbean
16,3,1093.909998,1498.475037,1377.375031,1553.850037,23.14845657,22.8444066,22.17045403,0.328330215,0.32230935,0.302885906,5.729005,4.880916,6.002902,7.9945,177558.2758,114719.6639,68249.98219,251619.9688,182341.4861,138506.6792,2604740096,1360365184,1466986496,18.05920219,17.44088745,13.93353558,83.3681974,3,Guar¨¢,,,-15.82396038,-47.95840449,Brazil,Latin America and the Caribbean
17,3,556.8792811,1451.225037,1296.975006,1275.299988,23.37238359,22.99897528,22.20211315,0.33414765,0.341784393,0.359475529,14.22725,12.43462,14.08896,17.30076,49608.21627,35826.27735,23218.27893,313686.2508,279869.3587,244690.2891,5680207872,3704317696,3320645376,34.89582825,33.96981049,22.55403519,36.33584095,3,Bauru,,,-22.32254303,-49.07251917,Brazil,Latin America and the Caribbean
18,3,867.4809196,1555.700043,1516.175049,1472.600006,24.38590574,24.01766682,23.29109812,0.316124485,0.336425382,0.351593036,7.49052,6.77641,8.295654,9.92161,95092.25007,63561.74481,38827.99248,594597.2697,460944.3129,364652.1146,6317907968,2969506560,2721436928,69.45988464,65.93452454,42.29426193,33.21186939,3,Uberl?ndia,,,-18.91658365,-48.27971892,Brazil,Latin America and the Caribbean
19,3,555.8449838,1534.425018,1409.550018,1328.950012,24.58529711,24.21776676,23.46121359,0.341652709,0.355724817,0.361736803,15.4472,14.5464,15.7874,16.76766,10906.9194,7949.04862,5169.729176,108426.5851,97888.67548,86736.50957,1666740096,1138599680,1020669760,6.168561935,5.557109833,4.057609081,29.52364438,3,Barretos,,,-20.5551639,-48.56956348,Brazil,Latin America and the Caribbean
20,3,899.1806081,1410.675049,1546.100006,1427.475037,21.63516188,21.19268703,20.60943937,0.363370237,0.389900726,0.393964422,9.372885,8.849312,10.055256,18.22932,3486.098885,2371.507168,1463.559166,86932.11438,69864.02502,57464.51758,780797248,380736416,348930048,11.12392616,10.38545132,7.097029686,27.51654694,3,Lavras,,,-21.24560625,-45.00118517,Brazil,Latin America and the Caribbean
21,3,546.5128903,1858.575073,1730.500031,1688.225037,19.92925406,19.44505644,18.81834936,0.39479642,0.381631433,0.363900537,13.4588,12.13256,12.8339,22.44186,9917.538838,7238.460864,4731.36865,87096.59363,79351.98425,69968.93835,1202342784,797439680,714845248,12.94118786,12.50044918,10.98491001,28.01564547,3,Guaratinguet¨¢,,,-22.7996929,-45.19593403,Brazil,Latin America and the Caribbean
22,3,406.3993652,735.6250305,896.0750275,969.2750244,26.19199705,25.82985115,25.71513224,0.344483248,0.366912355,0.382786679,3.627445,3.813152,4.370108,5.686524,50141.72877,33174.70728,20233.30252,226383.3628,179141.4413,144696.1844,1341021312,676239296,545071104,11.43790531,11.07594395,9.222950935,29.30658827,3,Juazeiro do Norte,,,-7.223240008,-39.31581889,Brazil,Latin America and the Caribbean
23,3,24.27346604,1110.325043,1306.250031,1141.400024,25.49988222,25.16640186,24.97307634,0.350531267,0.374528422,0.351496046,10.8054,10.1901,11.17286,16.62922,1417913.562,1313011.645,904559.006,1076799.097,902624.8702,757738.1079,15469623296,8142881792,5325365760,91.73557281,87.99647522,76.44506836,40.27188936,3,Vila Velha,,,-20.32801679,-40.3508252,Brazil,Latin America and the Caribbean
24,1,22.23662753,488.8000031,484.2250061,425.4250031,30.21805525,30.09297419,29.8399291,0.302650736,0.251260549,0.219892674,44.0833,36.85534,32.52866,26.45598,399.0096683,204.009786,108.4128721,100057.041,71885.95386,58509.14136,58874000,29299158,28380492,0.566914976,0.53679204,0.410533994,0.320131212,1,Waound¨¦,,,15.26610182,-12.86418701,Senegal,Africa
25,1,215.6900085,1360.100006,1642.625031,1458.300049,26.20494747,26.09218311,25.94675398,0.433944116,0.435161903,0.373573035,31.6538,27.1409,23.59002,20.09786,481.661769,270.189385,174.4509522,74579.32202,65494.60205,52117.41048,135839968,118947768,128646672,5.154488564,4.646431923,3.318572998,3.227041145,2,Issia,,,6.491642122,-6.583133778,C?te d'Ivoire,Africa
26,1,127.5708909,1497.075012,1790.050018,1566.300018,25.77229738,25.69807196,25.54933786,0.396814167,0.406891045,0.304509385,31.87345,25.14906,21.65562,18.11784,587.2735498,268.7729471,148.5378053,92714.2207,66914.37457,44926.30234,125581320,95926648,103748448,4.502605915,3.6438272,1.705587029,3.247918761,2,M¨¦agui,,,5.405643072,-6.558440473,C?te d'Ivoire,Africa
27,1,201.7467745,1117.274994,1098.500015,1148.899994,26.44412041,26.20886803,26.25727367,0.473040048,0.47582874,0,39.99905,34.5385,27.88302,27.33736,1676.878162,765.3587828,274.0262683,71827.01075,51192.97644,31154.45449,109714088,56059840,47349768,4.530050278,2.928904057,1.997483969,1.784931941,2,New Tafo Akim,,,6.21736217,-0.373305426,Ghana,Africa
28,1,256.9491738,1038.050034,1043.225037,1123.624985,27.96500731,27.67351103,27.73079872,0.429609597,0.453632034,0.521292389,35.7788,31.71846,29.6292,25.9923,93.52710017,37.9714327,18.62090338,53009.7688,44208.60803,33925.34204,35896576,0,0,0.027835,0.020939,0.010439,0.305156345,1,Cobli,,,10.48113625,1.009872599,Benin,Africa
29,1,41.4727081,1173.174988,1094.90004,1293.600006,27.8461175,27.53090429,27.55171871,0.41077999,0.403731002,0,43.7651,36.22374,31.87676,28.55442,4290.546741,1661.866776,1136.650811,86223.41187,61105.89664,46092.78188,306051680,118500640,99285888,5.815224648,4.592675209,4.277674198,0.553246066,2,Idiroko,,,6.631911659,2.744256207,Nigeria,Africa
30,1,95.24217194,582.0250168,437.3250046,415.5250168,18.43033552,18.4195261,18.30551958,0.429700656,0.421838394,0.225564721,22.7201,20.3521,22.11166,21.53258,39995.86257,15829.71382,10385.69532,82197.00702,52671.74432,36455.89197,505978208,266715424,267441056,5.609311581,4.562111855,3.760066032,19.2633942,3,Larbaa,,,36.57371922,3.151499869,Algeria,Africa
31,1,160.1804167,1220.950012,1172.175018,1353.950043,27.76281405,27.42927885,27.48539543,0.373935948,0.380352979,0,40.6309,36.12696,31.94808,28.84718,2446.690828,1194.300557,883.1310299,96236.31653,67942.63721,57315.37639,218361392,89101280,75193000,5.467761993,4.595944881,3.154491901,0.044187031,2,Igbo Ora,,,7.434218792,3.286934128,Nigeria,Africa
32,1,18.59715435,2153.224976,2336.149963,2314.425049,27.03009462,26.89235497,26.79328775,0.23827442,0.346565081,0,38.81385,33.61444,35.39554,37.47776,58336.70497,134357.4118,155359.9294,112851.4691,75319.06934,58457.4306,92860048,66865324,56427976,0.516148031,0.516148031,0.516148031,1.643287242,2,Alesa,,,4.789234508,7.122520012,Nigeria,Africa
33,1,112.6709665,1941.300018,2160.525024,2176.400085,26.96659184,26.79290295,26.73340797,0.441158024,0.382358575,0,46.94905,41.04406,43.43962,44.10926,2378.87601,1250.980192,902.0698673,89902.849,70255.98975,58718.27838,241687184,129640544,163449744,0.937685013,0.897764981,0.827454031,1.043452783,2,Abiriba,,,5.697324468,7.736418772,Nigeria,Africa
34,1,680.5906451,425.6000061,401.7500076,455.8750076,16.6209383,16.51616097,15.81969047,0.178408299,0.183718057,0.135630533,20.86595,18.08992,17.26948,18.02212,7598.417481,6174.307506,5284.06058,89455.27307,77638.9137,67227.29177,559906688,345825664,254928096,6.462346077,6.079802036,4.413882732,27.20317874,2,Kasserine,,,35.16824512,8.825819715,Tunisia,Africa
35,1,459.8568101,716.5000305,763.6000214,671.6000214,27.55747795,27.08201313,26.89307022,0.353399265,0.330599356,0,75.29675,61.18138,58.3007,45.35928,1251.937133,621.6677872,425.4685944,113689.5336,79413.89917,58961.20454,144144032,51121164,63959404,3.284852982,2.629408121,1.921594143,0.208273212,2,Dambarta,,,12.42998041,8.514506339,Nigeria,Africa
36,1,148.1726127,1519.350006,1807.575012,1788.150024,27.22121143,26.97074604,26.94599009,0.378036737,0.306928067,0,51.01,45.49334,49.29068,45.04932,390.6301262,219.8268349,173.915585,89565.70776,73758.97876,68375.77051,60471912,116875648,147355872,0.057299998,0.044939,0.037853997,1.333343595,2,Oju,,,6.868702034,8.426177352,Nigeria,Africa
37,1,470.7867069,801.625,829.8500061,726.7500153,27.12319183,26.65757227,26.46910429,0.393536952,0.386761455,0,67.81405,59.44252,61.25312,52.92814,1134.961866,627.8334086,525.4839172,57763.38623,46678.30212,38640.53833,52761936,41240072,51596836,0.611967027,0.599995017,0.523889005,0,2,Tsangaya,,,11.61612684,9.219228474,Nigeria,Africa
38,1,397.6623937,746.0500183,741.0500183,626.975029,27.74866056,27.28543282,27.05365324,0.262837716,0.308276045,0.210907898,71.1168,56.81054,56.27556,43.67168,367.3277213,173.4556249,120.2019872,87563.96216,59850.22949,45239.20277,207287200,110734160,138543216,0.687062979,0.596971989,0.430817962,2.732432437,2,Damban,,,11.67808468,10.71083733,Nigeria,Africa
39,1,670.2090296,1280.774994,1262.025055,1457.300018,25.60939074,25.58735132,25.47610855,0.51126491,0.480010356,0.415356296,27.60065,20.7552,21.71946,27.97572,60.18193169,51.72865439,189.5584052,127136.9143,92046.96777,58586.00754,35117992,20044358,49007676,3.132414103,2.948406696,0.953180969,0,1,Lubao,,,-5.383916471,25.74884798,Democratic Republic of the Congo,Africa
40,1,1237.632985,617.0250015,592.6500092,653.9000244,21.80737162,22.1400547,21.41950703,0.43441176,0.423278016,0.446450124,14.4474,14.12922,13.66358,18.30512,337.929876,192.2720262,407.0648322,96141.20703,76847.57739,62374.61157,27009374,68203208,75255728,0.324667037,0.260518014,0.168418005,8.751219845,2,Kalomo,,,-17.02455605,26.48248769,Zambia,Africa
41,1,1641.078863,523.8249969,705.8250198,632.0250092,16.86678934,16.10269737,16.04056835,0.408012307,0.384343943,0.363950547,41.35235,35.82838,35.00864,40.85738,519840.8472,276185.6963,257704.0149,114723.624,73370.07428,49769.26019,999848320,518532480,537059712,5.917971134,5.844455242,5.164141178,13.13555582,3,Lenasia South,,,-26.40939227,27.85083079,South Africa,Africa
42,1,925.1089704,1170.875031,1004.350006,1006.925018,21.97727585,22.26892233,21.46725178,0.494186899,0.45129454,0,29.57715,23.9229,24.90348,31.31436,310.1229967,125.1860065,135.3951641,75245.31873,48743.48212,4247.519867,4645211,18882536,23978646,0.522065997,0.438335985,0.016231999,0,1,Lulimbi,,,-0.511667244,29.66318477,Democratic Republic of the Congo,Africa
43,1,1701.382559,1504.224976,1412.350037,1389.800018,22.59844923,22.15617752,21.97344685,0.595948539,0.632015669,0,25.5625,21.05668,19.4283,24.315,330.3708792,88.70110882,63.72572877,104100.9058,72439.7168,47057.39478,59892400,16849490,17754076,0.238094002,0.179439992,0.097211994,0.338235617,1,Beigi,,,9.347734836,34.52905202,Ethiopia,Africa
44,1,2353.311821,1399.5,1244.050018,1355.850006,15.42952919,14.82639194,14.57220793,0.515026548,0.570354365,0,32.265,23.2485,21.6165,23.837,277.0615508,67.63872107,53.0968799,87012.45068,57800.6499,44572.97791,19183602,20145168,21226686,0.370072007,0.16238001,0.046772998,1.032308022,1,Addis Alem,,,9.048358577,38.39567001,Ethiopia,Africa
45,3,2510.40346,808.6500092,733.4000092,653.0250092,16.50036764,16.32419682,16.08531475,0.308506952,0.336233908,0.095908238,20.2811,21.05586,22.42636,28.47318,4544.490972,3625.109587,2775.376259,56043.56897,44492.64392,35266.75397,362000480,269109888,220825248,4.305107594,3.962847948,2.287757874,15.84446168,3,Huamantla,,,19.31105379,-97.92017356,Mexico,Latin America and the Caribbean
46,3,1528.171581,1985.750031,1644.475037,1722.950012,16.73883295,16.65633821,16.46574879,0.500962949,0.521347797,0.385642797,17.3282,19.66632,21.04156,26.99932,7769.491859,6491.733033,4843.165886,69576.46899,57913.9411,47900.18866,438401184,343821504,284580192,5.344835758,4.462761879,3.240800858,15.37817776,3,Huauchinango,,,20.17471342,-98.05323949,Mexico,Latin America and the Caribbean
47,3,1625.866562,885.3000031,765.7750244,714.6500092,19.61770439,19.35776472,19.11844397,0.279012272,0.359320118,0.134886673,17.26035,17.12898,17.97652,22.95618,43995.09298,38843.29879,29978.54685,271733.9736,242408.5967,207223.3303,2184043008,1747246336,1446191616,27.67287445,26.79369354,15.7818594,19.76029973,3,Tehuac¨¢n,,,18.46101019,-97.39597182,Mexico,Latin America and the Caribbean
48,3,715.3977732,274.0750046,210.6000061,243.2750015,19.35023355,19.76363611,19.65723896,0.19399384,0.238226291,0.138399576,8.62649,8.753284,9.544032,12.37728,14767.76402,4771.526111,3987.874427,252718.7554,12330.71167,1513.917066,4518038016,204063120,159755040,8.493790627,3.138720989,1.4410429,31.79709514,3,Garc¨ªa,,,25.79551744,-100.5955194,Mexico,Latin America and the Caribbean
49,3,534.7949832,753.2750168,602.3250046,615.6500092,22.27581501,22.69777822,22.47856188,0.241425334,0.251757452,0.178209678,12.39695,12.57038,13.19716,17.71922,3410949.75,2780248.139,2319054.515,4227777.419,3570453.405,3254117.372,95126896640,72180883456,56508309504,431.7654114,336.3070984,270.9716492,35.84852026,3,Monterrey,,,25.71167126,-100.2783275,Mexico,Latin America and the Caribbean
50,3,78.71302144,884.1750183,786.6000061,743.3000336,25.50245857,25.853477,25.65919065,0.448482216,0.448234779,0.308399167,14.90625,14.85324,15.97868,21.8228,8383.631908,7723.627049,6171.152123,76279.21973,72651.74365,64712.43127,864352960,764707072,577391552,13.16127205,12.68749523,11.2845602,15.96510622,3,Ciudad Mante,,,22.74630902,-98.98125631,Mexico,Latin America and the Caribbean
51,3,1697.887372,2668.474976,2721.475037,2619.975098,16.34889746,15.82006764,15.5347836,0.535438746,0.553626262,0.399029853,11.40524,10.767464,12.97644,16.16986,918.9657679,590.6250336,339.3666976,66646.04077,53626.9679,44329.55075,62189316,46546412,17294480,1.302688003,1.182544947,0.503818989,2.659763124,2,Aguacat¨¢n,,,15.34491463,-91.31004413,Guatemala,Latin America and the Caribbean
52,3,2130.440324,2363.725037,2395.675049,2296.550018,17.98012543,17.45545101,17.16208982,0.462021275,0.470387719,0.416922779,11.404085,10.13313,11.9456,16.02886,1485.055226,740.953814,377.3663243,69128.81274,36734.09119,25112.68118,55305788,17399492,10226115,1.618265986,1.530693054,1.213259935,1.679854132,2,Panajachel [Solol¨¢],,,14.77434413,-91.18187565,Guatemala,Latin America and the Caribbean
53,3,958.888215,2817.5,2741.675049,2775.550049,20.253304,19.76409769,19.62197495,0.549747994,0.515935239,0.395631931,13.25985,11.53044,13.69494,16.24394,539.6936641,365.756618,226.1800923,52544.70642,41803.61804,35385.45863,95947576,87113536,62451944,2.444967985,1.974943995,1.509853005,3.218128127,2,Salam¨¢,,,15.10213443,-90.31301195,Guatemala,Latin America and the Caribbean
54,3,257.636343,3775.900024,3665.250061,3708.000183,25.1554327,24.6707468,24.59892178,0.671947555,0.648583993,0.581623273,15.04998,12.24222,16.33666,19.86556,170.9723081,109.2118335,61.07688439,54451.34424,42373.91309,32729.61713,276315232,160011808,46345544,0.358659983,0.231785983,0.206900999,0.90099898,2,Santa Mar¨ªa Cahab¨®n,,,15.60649091,-89.81388301,Guatemala,Latin America and the Caribbean
55,3,678.3499402,1715.325043,1679.475006,1782.425049,24.72397852,24.30224228,24.2221427,0.463044189,0.476277183,0.417547574,11.809605,9.938074,11.404792,15.37952,266225.1158,346191.827,194992.5943,1675634.764,1695155.746,1646273.953,12715503616,9869563904,8647644160,126.6522446,119.3373566,101.6463852,13.59869258,2,San Salvador,,,13.72425382,-89.18557142,El Salvador,Latin America and the Caribbean
56,3,414.1863945,2735.650024,2703.650085,2732.475037,23.58884621,23.13938951,23.02831793,0.418705525,0.421285831,0.318025462,13.26079,11.18894,13.16596,14.95622,811.7064169,542.627562,305.9149288,70636.63525,57474.5946,48485.23145,229350288,171665344,63831348,3.324712992,3.166000843,2.649708748,5.143026829,2,Chiquimula,,,14.80003899,-89.54391002,Guatemala,Latin America and the Caribbean
57,3,460.2003764,2203.500031,2182.450073,2252.825043,21.76955318,21.34132242,21.28806019,0.489119453,0.524776856,0.345587274,12.644855,11.232312,13.15282,14.9636,1072.289648,573.4726841,294.6294449,58941.99207,38713.53925,26909.38622,113474480,74051112,27534864,0.427744031,0.367613971,0.315726042,1.978986239,2,Jocotan,,,14.819404,-89.38158075,Guatemala,Latin America and the Caribbean
58,3,137.5666633,2602.225037,2433.050049,2539.92511,25.9569788,25.45178509,25.41543865,0.486765026,0.490558496,0.449234012,13.826265,10.27916,14.01432,18.32448,2877.617714,1425.052436,703.1167633,124446.7092,69167.09171,44866.48079,266677088,121601440,112220608,5.672881603,5.461653233,4.005577087,8.170619759,2,Flores,,,16.91678828,-89.90821859,Guatemala,Latin America and the Caribbean
59,3,100.7761088,3167.075073,2791.525024,2303.825043,22.16652966,21.53027439,21.95127487,0.316656628,0.398169386,0.273078798,9.397915,10.5275,11.397516,11.447504,1759.028066,1276.450905,946.1220765,52605.91602,42120.18408,33573.53978,372970240,191719296,166049056,1.946010232,1.640220046,0.723801076,10.26768262,3,San Jacinto de Buena Fe,,,-0.89139155,-79.48959545,Ecuador,Latin America and the Caribbean
60,3,63.27946658,2957.175049,2707.975098,2207.200012,22.22291613,21.59461164,22.02809095,0.313995698,0.331608376,0.21259772,9.17516,10.095538,11.128018,10.917828,26567.77736,19693.91608,14397.96992,170448.8965,135554.7651,110117.1781,1461791488,769165696,666178304,8.137767792,7.211645126,5.285596848,17.50664377,3,Quevedo,,,-1.025289821,-79.46508504,Ecuador,Latin America and the Caribbean
61,3,16.30029432,2551.700073,3038.875061,2964.825073,26.70261812,26.12721872,26.09363604,0.383657735,0.419933835,0.369148558,6.10804,5.316434,6.1307,8.445944,34435.72292,60065.57831,37746.59846,142306.0893,115930.1569,94869.50143,1963214592,829295296,628165696,22.54058075,19.21955872,13.37703514,28.71573636,3,Col¨®n,,,9.353154309,-79.86020419,Panama,Latin America and the Caribbean
62,3,76.1785373,1514.900024,1763.000031,1712.200043,27.05621386,26.45576382,26.43463564,0.45258439,0.446257622,0.424012493,5.247735,4.450262,5.220378,7.421584,57158.25659,22413.19151,12393.8454,141331.9485,109997.9687,87406.80178,2624299776,1012167104,781451328,22.4489994,20.62016869,13.62577629,12.4742172,3,La Chorrera,,,8.868294735,-79.78723207,Panama,Latin America and the Caribbean
63,3,529.8598519,3387.975037,2904.025085,2429.450012,23.79481173,23.12131929,23.54209757,0.253880464,0.337267107,0.160680832,9.48537,10.987262,11.028318,11.20382,25813.36335,18054.73179,9626.408347,260351.3406,193052.4116,119720.2479,6905933824,5755998208,6381962752,1.116737127,1.116737127,0.154826999,12.42646751,3,Cant¨®n Santo Domingo de los Tsachilas,,,-0.25765068,-79.18102092,Ecuador,Latin America and the Caribbean
64,3,60.31877783,1514.900024,1763.000031,1712.200043,27.05621386,26.45576382,26.43463564,0.477480416,0.473297867,0.495842735,5.633105,4.803188,5.37445,7.583626,130525.6499,52080.50662,29215.75513,188450.7098,147725.39,116889.4554,3361910016,1321241216,1020074304,24.42362213,20.65465736,10.17289066,11.30325324,3,Nuevo Arraij¨¢n,,,8.935561011,-79.69113579,Panama,Latin America and the Caribbean
65,3,2134.140459,1123.200012,1177.900009,790.1999969,16.42213917,15.91351724,16.12361193,0.318547085,0.387277246,0.355233299,5.90737,7.163464,8.762958,8.463454,6125.399188,4978.795772,3848.721071,172082.2299,155160.9419,138113.9568,769851200,423634432,304052864,3.407260895,2.925643682,2.513833046,28.31643484,3,City of Loja,,,-4.001202639,-79.20687085,Ecuador,Latin America and the Caribbean
66,3,2581.657849,1244.650024,1282.375031,983.0250092,14.48786402,13.89642715,14.31269169,0.280527419,0.33852644,0.313940406,8.792975,9.888538,11.34468,10.860862,33877.36135,24914.24478,18011.20705,415124.5037,331241.5014,269419.4549,3552567040,2002521856,1878260352,15.5874157,14.8925209,12.19017887,40.10968918,3,Cuenca,,,-2.894512932,-79.01120742,Ecuador,Latin America and the Caribbean
67,3,2381.63975,1236.325058,1121.100052,937.7250366,11.91971946,11.28433752,11.70471621,0.411158743,0.487818654,0.445411078,7.945945,9.41526,9.57296,9.885144,60059.91354,42629.29609,31450.87002,75969.79846,57489.46019,44786.84206,526740224,262073120,290573536,5.83958292,5.290081024,4.10045433,30.41910553,3,Tumbaco,,,-0.202866112,-78.42602358,Ecuador,Latin America and the Caribbean
68,3,53.40929348,1341.100037,1361.000031,1279.774994,26.14218092,25.71885729,25.74309921,0.430764635,0.391655841,0.340001307,7.267755,6.471922,7.888896,10.243814,2036719.147,2705896.979,2990319.685,1839558.493,1943175.447,1942730.118,29672204288,17291350016,20974262272,171.3180389,164.4577484,144.6374512,14.2146065,3,Havana,,,23.07138617,-82.35165595,Cuba,Latin America and the Caribbean
69,3,2557.598413,1092.450012,1046.175034,881.25,13.93451381,13.24124932,13.66947055,0.345658089,0.413795091,0.356437271,7.24531,8.467498,8.680626,8.820946,14274.52579,8091.145002,5767.146625,53135.11377,44411.31567,37309.46582,135236704,76928608,79912088,2.115174055,2.071833134,1.861903906,26.96830344,3,Otavalo,,,0.236160485,-78.26307697,Ecuador,Latin America and the Caribbean
70,3,116.2930896,1559.375,1532.425018,1499.050049,25.66606236,25.2452116,25.28114223,0.575637536,0.509547425,0.455033369,6.52344,5.71375,6.990624,9.11125,13383.14006,17240.69191,18386.16636,85198.98511,88609.90283,93501.86621,870585920,519303232,629910464,1.894046903,1.657693028,1.325120211,3.938820534,3,Managua,,,22.97186715,-82.28077162,Cuba,Latin America and the Caribbean
