ID,site,ALS,P1,P2,P3,T1,T2,T3,GR1,GR2,GR3,PM2.5_1,PM2.5_2,PM2.5_3,PM2.5_4,CO2_1,CO2_2,CO2_3,pop1,pop2,pop3,GDP1,GDP2,GDP3,area1,area2,area3,light,income
434,2,240.7706904,552.3000031,579.1500244,517.3000107,9.743547678,9.264746904,8.782124758,0.436585434,0.420138756,0.386604451,24.59045,23.79646,24.43056,25.05938,12.02194929,12.45111761,13.15227489,12.66659447,12.64883315,12.65985152,22.26342521,21.85862061,21.89648111,3.976486112,3.939973453,3.880073619,25.14818763,4
435,2,574.6275931,498.2750015,428.2500153,543.9500122,18.73334646,18.61569786,18.04060984,0.345171623,0.336637481,0,9.80166,9.46601,9.302666,8.340444,9.997885386,10.56719305,10.56008907,10.87965837,10.87956586,10.90203273,19.44304142,19.45573735,19.34217577,1.986550373,1.895998455,1.747434415,63.23410173,4
436,2,60.97702111,739.7750092,673.8500061,707.3500061,17.24620056,17.13031435,16.54803848,0.316553461,0.310664102,0,14.92555,14.4338,14.0774,14.2082,11.32766942,11.95657258,11.97321702,12.19881161,12.27114369,12.33986827,21.55111117,21.65476621,21.5391732,3.186155526,3.175685678,3.126617776,22.68874288,4
437,2,23.66937932,569.2999954,590.2750092,542.8000183,9.198240519,9.086963892,8.914165497,0.472623636,0.470486278,0.408036363,17.6608,18.5611,17.94038,20.05474,8.777173591,8.970843705,8.841184965,10.97338963,10.96512167,10.9532212,19.80473051,19.31534146,19.01428698,2.059786823,2.007082206,1.934651553,22.79541324,4
438,2,161.0908016,586.4750061,653.2750092,507.8000183,10.133358,9.672610521,9.198398352,0.486906245,0.469951762,0.291962267,29.1062,28.57414,28.82358,30.38066,12.64623641,12.71038216,12.7426563,11.30434534,11.44214172,11.52503812,20.44552113,20.10599419,19.77159627,3.07307623,3.032421135,2.969881733,20.01921939,4
439,2,34.75269121,739.7750092,673.8500061,707.3500061,17.24620056,17.13031435,16.54803848,0.383699014,0.356479227,0,16.8482,16.33722,15.99186,15.63634,10.92522538,11.53335023,11.52886731,11.81506711,11.83080146,11.86146516,20.94124021,20.94462717,20.68994166,3.070446319,3.050407784,2.962776812,25.56038459,4
440,2,58.39697265,538.0000153,591.3250122,483.6500168,9.534179688,9.305823565,9.064661026,0.431113732,0.423639536,0.35544108,20.6727,22.65698,21.28448,22.8351,10.83457399,11.0887943,10.98904099,12.05254389,12.13160366,12.16744006,21.23503195,20.85386307,20.5148609,3.274919658,3.220971025,3.172448825,29.93880345,4
441,2,252.7208179,681.7750092,793.5250092,633.4000092,9.823102236,9.358866215,8.842075109,0.529567983,0.520355381,0.384172055,30.5176,30.74022,31.54842,33.11556,10.45638223,11.0091941,10.65612775,11.31278356,11.36965282,11.40247756,20.72646621,20.23819976,19.97056912,3.127875178,3.087294695,3.040451875,17.10467165,4
442,2,273.3657281,769.5000305,874.8000183,723.7750092,9.23071599,8.686297417,8.131246448,0.574620491,0.543023797,0.363492477,29.4488,29.312,30.23092,31.73756,10.69376069,11.29683071,12.18681387,11.07918472,11.2722734,11.40561321,20.39208156,20.13676587,20.24856846,2.446494866,2.410004759,2.358059739,10.47827332,4
443,2,270.2444646,681.7750092,793.5250092,633.4000092,9.823102236,9.358866215,8.842075109,0.520044192,0.500795388,0.307527724,29.739,29.8304,30.29032,31.86736,14.77993224,15.35113514,15.37180357,14.23820128,14.35452029,14.41697257,23.75667859,23.34679124,23.07916053,5.779594585,5.736254667,5.68397455,24.74400645,4
444,2,27.88058712,781.4250031,675.375,607.25,16.99416447,16.6539526,15.86171722,0.305946722,0.287382916,0,17.5141,16.36862,16.86918,15.74968,11.24602285,11.82929345,11.8216305,12.64509785,12.65963243,12.68870694,21.85821213,21.97539233,21.87115811,3.780264071,3.747699038,3.66203999,58.46125639,4
445,2,18.81002437,639,588.5000229,657.1500092,6.671526074,6.490558386,6.400482297,0.382970733,0.343783822,0.308812785,5.638875,6.900912,7.181182,7.552008,11.23039593,11.39792536,11.44898543,11.63063713,11.53232625,11.44622911,21.33522365,21.1266823,21.09749398,2.234726961,2.190193697,2.181030898,39.93706008,4
446,2,256.0201974,693.1500092,809.9500122,653.1999969,9.658626556,9.216908216,8.700093865,0.485691026,0.49156975,0.371311398,31.0075,30.8402,31.37182,33.2977,12.31973255,12.89803709,13.03809684,11.57294767,11.64504556,11.67376303,20.95739593,20.52777364,20.2601429,3.009027178,2.928848067,2.768935864,29.59325501,4
447,2,89.58793479,543.4749908,593.8500061,476.9250107,9.340582848,9.152507305,8.831429482,0.452407196,0.449794229,0.393877716,24.00455,25.32342,24.3518,25.48762,10.05495427,10.22420579,9.977353905,11.1860963,11.25500984,11.2849985,21.01960042,20.47723934,19.84864451,2.698087805,2.598476035,2.523254119,33.96111304,4
448,2,341.5705584,939.4000244,1067.425018,902.4000092,8.248062134,7.754567623,7.127993464,0.535038864,0.533070205,0.393110397,30.0968,29.93642,30.6777,32.60934,10.87035719,11.11398583,11.01432451,11.82566924,11.91374704,11.96284032,21.36496119,20.91150595,20.64387549,3.350053318,3.295454687,3.212081402,27.316266,4
449,2,2.666077707,706.6750031,711.1750183,768.4750061,8.141485333,8.15010047,8.057733059,0.429197219,0.411478085,0.336449224,11.71325,12.43384,13.34724,13.95736,10.5186205,11.75241723,12.12589678,11.02986163,11.23158589,11.36145665,20.36144506,19.89492356,19.8601073,2.666363406,2.624857043,2.564151621,16.4938397,4
